starting_city,days,budget,budget_level,interest,travel_type,transport_mode,recommended_route,total_distance_km,fuel_cost_lkr,hotel_cost_lkr,food_cost_lkr,attraction_cost_lkr,daily_budget_lkr,total_estimated_cost_lkr,recommended_hotels
Colombo,9,37186,low,cultural,solo,bus,Colombo -> Polonnaruwa -> Sigiriya -> Kandy -> Colombo,390,11801,47412,33255,6391,11506,103557,Lion Rock Hotel | Temple View Hotel
Colombo,6,192101,high,adventure,solo,bus,Colombo -> Badulla -> Ella -> Arugam Bay -> Colombo,410,12493,189522,27438,4072,39215,235292,Nine Arch Resort
Colombo,4,153398,high,wildlife,family,bus,Colombo -> Mirissa -> Unawatuna -> Galle -> Colombo,375,10143,106628,17772,10505,36020,144080,Mirissa Beach Stay | Fort View Hotel
Colombo,4,310836,high,wildlife,friends,van,Colombo -> Bentota -> Hikkaduwa -> Galle -> Colombo,310,7338,100000,19944,17015,37134,148536,River Edge Resort | Galle Sea Breeze
Colombo,7,79841,medium,cultural,solo,bus,Colombo -> Mirissa -> Unawatuna -> Galle -> Colombo,375,6885,56000,20727,11837,14410,100872,Mirissa Beach Stay | Galle Sea Breeze
Colombo,9,108727,medium,wildlife,family,bus,Colombo -> Kandy -> Nuwara Eliya -> Ella -> Colombo,495,13671,78390,23652,13350,14586,131274,Lakewood Stay | Hill Breeze Resort | Nine Arch Resort
Colombo,8,288509,high,beach,couple,van,Colombo -> Sigiriya -> Kandy -> Ella -> Galle -> Colombo,625,19762,208704,20272,3065,32378,259026,Lion Rock Hotel | Lakewood Stay | Nine Arch Resort | Southern Wave Resort
Colombo,5,244939,high,cultural,couple,bus,Colombo -> Bentota -> Hikkaduwa -> Galle -> Colombo,310,7974,108770,22480,23895,34069,170347,River Edge Resort | Galle Sea Breeze
Colombo,7,27093,low,cultural,family,bike,Colombo -> Sigiriya -> Kandy -> Ella -> Galle -> Colombo,625,13596,28021,20223,5832,9099,63696,Sigiriya Nature Stay | Kandy Hill Resort | Ella Mountain Inn | Fort View Hotel
Colombo,5,78621,medium,wildlife,couple,bike,Colombo -> Anuradhapura -> Jaffna -> Trincomalee -> Ella -> Galle -> Colombo,1040,23917,71520,24030,22708,28013,140064,Ancient City Hotel | Jaffna City Inn | Ella Mountain Inn | Fort View Hotel
Colombo,6,69164,medium,beach,friends,bike,Colombo -> Badulla -> Ella -> Arugam Bay -> Colombo,410,13874,64488,20676,12605,19642,117851,Ella Green Stay
Colombo,7,231701,high,wildlife,solo,car,Colombo -> Anuradhapura -> Jaffna -> Trincomalee -> Ella -> Galle -> Colombo,1040,28240,168903,22491,12839,33510,234570,Ancient City Hotel | Jaffna City Inn | Ella Mountain Inn | Southern Wave Resort
Colombo,6,30403,low,beach,solo,bike,Colombo -> Badulla -> Ella -> Arugam Bay -> Colombo,410,8454,39852,29730,22197,16258,97546,Ella Green Stay
Colombo,10,314756,high,adventure,family,van,Colombo -> Badulla -> Ella -> Arugam Bay -> Colombo,410,10735,304700,29210,12305,35559,355591,Nine Arch Resort
Colombo,4,27367,low,wildlife,friends,bus,Colombo -> Yala -> Ella -> Galle -> Colombo,635,15573,27544,19712,5402,18610,74438,Safari Lodge | Ella Green Stay | Southern Wave Resort
Colombo,8,160636,high,cultural,family,bus,Colombo -> Bentota -> Hikkaduwa -> Galle -> Colombo,310,7085,230192,38736,9752,35516,284131,River Edge Resort | Galle Sea Breeze
Colombo,7,63733,medium,wildlife,family,bus,Colombo -> Kandy -> Nuwara Eliya -> Ella -> Colombo,495,12165,58751,21084,5256,14392,100741,Temple View Hotel | Hill Breeze Resort | Ella Green Stay
Colombo,5,108408,medium,beach,couple,van,Colombo -> Ella -> Galle -> Colombo,335,6727,65295,19160,7626,19235,96177,Ella Green Stay | Southern Wave Resort
Colombo,8,68104,medium,adventure,solo,van,Colombo -> Kandy -> Nuwara Eliya -> Ella -> Colombo,495,12614,110816,27872,22320,22134,177068,Kandy Hill Resort | Tea Garden Hotel | Ella Green Stay
Colombo,10,86060,medium,cultural,family,bus,Colombo -> Mirissa -> Unawatuna -> Galle -> Colombo,375,6775,72420,36970,13040,13527,135271,Mirissa Beach Stay | Southern Wave Resort
Colombo,9,105394,medium,nature,family,bike,Colombo -> Yala -> Ella -> Galle -> Colombo,635,12512,126981,30240,5181,19610,176490,Safari Lodge | Ella Mountain Inn | Galle Sea Breeze
Colombo,5,46791,low,adventure,couple,car,Colombo -> Bentota -> Hikkaduwa -> Galle -> Colombo,310,9451,26850,21985,24528,17220,86098,Bentota Bay Hotel | Fort View Hotel
Colombo,9,54916,low,beach,family,car,Colombo -> Ella -> Galle -> Colombo,335,11659,58005,38259,15983,13293,119636,Nine Arch Resort | Southern Wave Resort
Colombo,2,161463,high,cultural,couple,bike,Colombo -> Bentota -> Hikkaduwa -> Galle -> Colombo,310,7797,33096,8356,14204,32062,64124,River Edge Resort | Galle Sea Breeze
Colombo,6,68403,medium,cultural,solo,bus,Colombo -> Badulla -> Ella -> Arugam Bay -> Colombo,410,12067,50874,15342,24097,18285,109709,Nine Arch Resort
Colombo,8,292847,high,cultural,couple,bus,Colombo -> Anuradhapura -> Jaffna -> Trincomalee -> Ella -> Galle -> Colombo,1040,19605,221648,20168,4203,33709,269670,Ancient City Hotel | Northern Crown Hotel | Ella Green Stay | Fort View Hotel
Colombo,8,326364,high,beach,solo,van,Colombo -> Kandy -> Nuwara Eliya -> Ella -> Colombo,495,14223,272488,24752,17622,40677,325415,Lakewood Stay | Tea Garden Hotel | Ella Green Stay
Colombo,5,165250,high,nature,friends,van,Colombo -> Nuwara Eliya -> Ella -> Mirissa -> Colombo,530,12535,142715,14490,19194,37029,185146,Hill Breeze Resort | Ella Green Stay | Mirissa Beach Stay
Colombo,8,276294,high,nature,solo,car,Colombo -> Yala -> Ella -> Galle -> Colombo,635,19124,232992,30464,6100,35718,285746,Wildlife Camp | Ella Mountain Inn | Fort View Hotel
Colombo,3,126894,medium,beach,couple,van,Colombo -> Nuwara Eliya -> Ella -> Mirissa -> Colombo,530,17711,23637,12459,16302,23543,70630,Tea Garden Hotel | Nine Arch Resort | Mirissa Beach Stay
Colombo,3,41120,low,nature,friends,bus,Colombo -> Anuradhapura -> Jaffna -> Trincomalee -> Ella -> Galle -> Colombo,1040,22950,11919,9189,18020,22720,68159,Heritage Palace | Northern Crown Hotel | Nine Arch Resort | Fort View Hotel
Colombo,5,72167,medium,adventure,family,car,Colombo -> Nuwara Eliya -> Ella -> Mirissa -> Colombo,530,14213,70280,15110,12501,22854,114268,Hill Breeze Resort | Ella Green Stay | Mirissa Beach Stay
Colombo,8,36108,low,wildlife,solo,bike,Colombo -> Kandy -> Nuwara Eliya -> Ella -> Colombo,495,9714,43360,30800,10252,12236,97888,Lakewood Stay | Tea Garden Hotel | Nine Arch Resort
Colombo,10,40353,low,beach,family,car,Colombo -> Sigiriya -> Kandy -> Ella -> Galle -> Colombo,625,14796,67120,32690,8608,12285,122854,Sigiriya Nature Stay | Temple View Hotel | Ella Green Stay | Fort View Hotel
Colombo,8,256877,high,wildlife,friends,bus,Colombo -> Mirissa -> Unawatuna -> Galle -> Colombo,375,10866,199040,29688,16021,32760,262081,Mirissa Beach Stay | Fort View Hotel
Colombo,10,36592,low,nature,friends,van,Colombo -> Mirissa -> Unawatuna -> Galle -> Colombo,375,11583,39330,38510,12681,10546,105461,Mirissa Beach Stay | Fort View Hotel
Colombo,2,104622,medium,nature,couple,car,Colombo -> Mirissa -> Unawatuna -> Galle -> Colombo,375,8075,15086,8106,14236,20692,41385,Mirissa Beach Stay | Fort View Hotel
Colombo,8,216848,high,beach,friends,bus,Colombo -> Badulla -> Ella -> Arugam Bay -> Colombo,410,13545,245648,22560,9486,36410,291284,Ella Mountain Inn
Colombo,7,162877,high,beach,couple,bus,Colombo -> Sigiriya -> Kandy -> Ella -> Galle -> Colombo,625,15754,110845,30646,6434,24098,168687,Sigiriya Nature Stay | Kandy Hill Resort | Nine Arch Resort | Fort View Hotel
Colombo,4,305615,high,nature,friends,bike,Colombo -> Badulla -> Ella -> Arugam Bay -> Colombo,410,13423,66456,19940,9638,26991,107963,Nine Arch Resort
Colombo,9,64387,medium,cultural,family,car,Colombo -> Yala -> Ella -> Galle -> Colombo,635,19368,126576,43092,10255,21957,197616,Wildlife Camp | Ella Mountain Inn | Southern Wave Resort
Colombo,10,43046,low,nature,solo,van,Colombo -> Kandy -> Nuwara Eliya -> Ella -> Colombo,495,14146,36440,35050,12988,10570,105700,Lakewood Stay | Tea Garden Hotel | Nine Arch Resort
Colombo,9,30225,low,beach,solo,van,Colombo -> Kandy -> Nuwara Eliya -> Ella -> Colombo,495,9000,55989,37143,14929,12964,116672,Kandy Hill Resort | Hill Breeze Resort | Ella Mountain Inn
Colombo,6,128937,medium,wildlife,friends,bike,Colombo -> Polonnaruwa -> Sigiriya -> Kandy -> Colombo,390,10414,68988,22482,13457,19757,118542,Sigiriya Nature Stay | Lakewood Stay
Colombo,9,165940,high,wildlife,friends,car,Colombo -> Bentota -> Hikkaduwa -> Galle -> Colombo,310,10184,221193,25686,17011,30992,278930,Bentota Bay Hotel | Fort View Hotel
Colombo,2,134851,medium,wildlife,couple,van,Colombo -> Kandy -> Nuwara Eliya -> Ella -> Colombo,495,11891,27156,5168,19658,34756,69511,Lakewood Stay | Tea Garden Hotel | Ella Mountain Inn
Colombo,10,79149,medium,adventure,friends,bus,Colombo -> Yala -> Ella -> Galle -> Colombo,635,11655,71450,32670,14624,13082,130821,Safari Lodge | Ella Green Stay | Galle Sea Breeze
Colombo,7,42863,low,cultural,solo,car,Colombo -> Ella -> Galle -> Colombo,335,6989,46144,30198,15336,14256,99793,Ella Mountain Inn | Galle Sea Breeze
Colombo,7,56220,low,wildlife,family,bus,Colombo -> Anuradhapura -> Jaffna -> Trincomalee -> Ella -> Galle -> Colombo,1040,19657,37030,33831,15683,16071,112495,Ancient City Hotel | Northern Crown Hotel | Ella Green Stay | Fort View Hotel
Colombo,4,218911,high,wildlife,friends,car,Colombo -> Nuwara Eliya -> Ella -> Mirissa -> Colombo,530,11396,101592,16948,19784,38000,151998,Hill Breeze Resort | Ella Mountain Inn | Blue Ocean Resort
Colombo,9,74881,medium,adventure,friends,van,Colombo -> Nuwara Eliya -> Ella -> Mirissa -> Colombo,530,15276,133029,29727,12986,21215,190933,Hill Breeze Resort | Nine Arch Resort | Blue Ocean Resort
Colombo,5,44934,low,cultural,couple,van,Colombo -> Mirissa -> Unawatuna -> Galle -> Colombo,375,11997,28935,24300,21203,18624,93120,Mirissa Beach Stay | Galle Sea Breeze
Colombo,4,45434,low,nature,family,car,Colombo -> Kandy -> Nuwara Eliya -> Ella -> Colombo,495,17092,14780,10480,7746,12420,49680,Temple View Hotel | Hill Breeze Resort | Ella Mountain Inn
Colombo,8,349248,high,cultural,couple,van,Colombo -> Anuradhapura -> Jaffna -> Trincomalee -> Ella -> Galle -> Colombo,1040,31499,248688,27128,4543,38776,310209,Heritage Palace | Northern Crown Hotel | Nine Arch Resort | Galle Sea Breeze
Colombo,9,35646,low,wildlife,friends,bike,Colombo -> Mirissa -> Unawatuna -> Galle -> Colombo,375,7227,62649,40203,17369,14708,132369,Mirissa Beach Stay | Southern Wave Resort
Colombo,4,33898,low,nature,solo,bike,Colombo -> Sigiriya -> Kandy -> Ella -> Galle -> Colombo,625,20731,22120,18876,6370,16106,64422,Sigiriya Nature Stay | Temple View Hotel | Nine Arch Resort | Fort View Hotel
Colombo,9,161018,high,wildlife,friends,van,Colombo -> Ella -> Galle -> Colombo,335,6848,201321,24723,23706,29278,263502,Nine Arch Resort | Southern Wave Resort
Colombo,3,299994,high,adventure,family,car,Colombo -> Badulla -> Ella -> Arugam Bay -> Colombo,410,10113,83967,13413,5011,37344,112031,Nine Arch Resort
Colombo,2,81352,medium,cultural,friends,bike,Colombo -> Yala -> Ella -> Galle -> Colombo,635,19743,27694,6754,16473,37022,74044,Wildlife Camp | Ella Green Stay | Fort View Hotel
Colombo,3,157258,high,adventure,solo,van,Colombo -> Yala -> Ella -> Galle -> Colombo,635,17806,101544,9894,24744,53244,159731,Safari Lodge | Nine Arch Resort | Fort View Hotel
Colombo,2,173281,high,adventure,solo,car,Colombo -> Yala -> Ella -> Galle -> Colombo,635,18410,41222,9730,15890,46474,92947,Safari Lodge | Ella Green Stay | Fort View Hotel
Colombo,7,25005,low,adventure,family,van,Colombo -> Mirissa -> Unawatuna -> Galle -> Colombo,375,12929,44548,23786,21871,15295,107064,Mirissa Beach Stay | Southern Wave Resort
Colombo,8,138224,medium,adventure,family,bus,Colombo -> Ella -> Galle -> Colombo,335,9781,61744,37704,15585,16088,128707,Ella Green Stay | Southern Wave Resort
Colombo,10,61010,medium,cultural,couple,van,Colombo -> Mirissa -> Unawatuna -> Galle -> Colombo,375,11350,87160,30780,7467,13795,137951,Mirissa Beach Stay | Southern Wave Resort
Colombo,2,237558,high,beach,friends,bus,Colombo -> Yala -> Ella -> Galle -> Colombo,635,17165,62184,7350,12737,51184,102367,Wildlife Camp | Nine Arch Resort | Galle Sea Breeze
Colombo,4,62367,medium,adventure,family,van,Colombo -> Ella -> Galle -> Colombo,335,8907,57852,13644,6225,21022,84087,Ella Mountain Inn | Fort View Hotel
Colombo,7,35723,low,cultural,solo,van,Colombo -> Yala -> Ella -> Galle -> Colombo,635,15674,36582,24339,24682,14628,102395,Safari Lodge | Ella Green Stay | Fort View Hotel
Colombo,7,215096,high,adventure,couple,car,Colombo -> Bentota -> Hikkaduwa -> Galle -> Colombo,310,6374,235767,29652,15824,40789,285522,River Edge Resort | Southern Wave Resort
Colombo,9,132801,medium,adventure,solo,van,Colombo -> Mirissa -> Unawatuna -> Galle -> Colombo,375,11884,74214,41013,3946,14882,133942,Blue Ocean Resort | Galle Sea Breeze
Colombo,4,74838,medium,cultural,friends,bus,Colombo -> Ella -> Galle -> Colombo,335,8648,48608,19624,9841,22879,91515,Ella Green Stay | Fort View Hotel
Colombo,9,204427,high,beach,couple,van,Colombo -> Nuwara Eliya -> Ella -> Mirissa -> Colombo,530,11303,284067,29718,19268,38518,346665,Hill Breeze Resort | Ella Green Stay | Blue Ocean Resort
Colombo,8,274407,high,wildlife,couple,bus,Colombo -> Polonnaruwa -> Sigiriya -> Kandy -> Colombo,390,13382,152176,26888,20261,27438,219502,Sigiriya Nature Stay | Lakewood Stay
Colombo,8,103597,medium,beach,couple,van,Colombo -> Kandy -> Nuwara Eliya -> Ella -> Colombo,495,13043,58432,39760,22703,17378,139025,Temple View Hotel | Hill Breeze Resort | Ella Green Stay
Colombo,5,291981,high,cultural,couple,car,Colombo -> Yala -> Ella -> Galle -> Colombo,635,17073,173895,20215,18921,45858,229292,Wildlife Camp | Ella Mountain Inn | Southern Wave Resort
Colombo,5,130933,medium,beach,family,car,Colombo -> Anuradhapura -> Jaffna -> Trincomalee -> Ella -> Galle -> Colombo,1040,26918,51160,15655,15380,22994,114970,Heritage Palace | Northern Crown Hotel | Ella Green Stay | Galle Sea Breeze
Colombo,9,130555,medium,adventure,friends,bike,Colombo -> Ella -> Galle -> Colombo,335,8383,125910,38835,23977,22641,203770,Ella Mountain Inn | Southern Wave Resort
Colombo,9,48519,low,wildlife,solo,car,Colombo -> Nuwara Eliya -> Ella -> Mirissa -> Colombo,530,14731,55530,32256,16096,13536,121827,Tea Garden Hotel | Ella Mountain Inn | Blue Ocean Resort
Colombo,5,315278,high,adventure,family,car,Colombo -> Bentota -> Hikkaduwa -> Galle -> Colombo,310,6411,144540,17745,6596,35329,176647,River Edge Resort | Galle Sea Breeze
Colombo,5,37308,low,cultural,friends,bike,Colombo -> Anuradhapura -> Jaffna -> Trincomalee -> Ella -> Galle -> Colombo,1040,24911,25475,23315,19581,18553,92767,Ancient City Hotel | Jaffna City Inn | Nine Arch Resort | Galle Sea Breeze
Colombo,4,202447,high,cultural,solo,bike,Colombo -> Anuradhapura -> Jaffna -> Trincomalee -> Ella -> Galle -> Colombo,1040,35900,107752,12988,10664,42489,169957,Heritage Palace | Northern Crown Hotel | Ella Green Stay | Southern Wave Resort
Colombo,9,25736,low,adventure,family,car,Colombo -> Bentota -> Hikkaduwa -> Galle -> Colombo,310,6317,48636,33516,9425,11247,101219,Bentota Bay Hotel | Southern Wave Resort
Colombo,2,320030,high,wildlife,friends,bike,Colombo -> Ella -> Galle -> Colombo,335,6947,67252,7192,23131,52325,104650,Ella Green Stay | Galle Sea Breeze
Colombo,3,125958,medium,wildlife,solo,bus,Colombo -> Bentota -> Hikkaduwa -> Galle -> Colombo,310,8041,39567,10245,13296,25986,77959,Bentota Bay Hotel | Fort View Hotel
Colombo,5,98492,medium,cultural,couple,bike,Colombo -> Mirissa -> Unawatuna -> Galle -> Colombo,375,10354,60335,14550,4015,18448,92238,Mirissa Beach Stay | Southern Wave Resort
Colombo,9,78531,medium,beach,couple,van,Colombo -> Nuwara Eliya -> Ella -> Mirissa -> Colombo,530,13407,114435,36459,24117,20534,184803,Hill Breeze Resort | Ella Mountain Inn | Blue Ocean Resort
Colombo,2,55160,low,adventure,solo,van,Colombo -> Ella -> Galle -> Colombo,335,8099,13350,5490,17605,23208,46416,Ella Green Stay | Fort View Hotel
Colombo,5,206098,high,nature,family,car,Colombo -> Badulla -> Ella -> Arugam Bay -> Colombo,410,9055,133710,23845,14364,37322,186608,Ella Green Stay
Colombo,3,64912,medium,wildlife,solo,van,Colombo -> Ella -> Galle -> Colombo,335,7977,33237,7578,3791,15999,47997,Nine Arch Resort | Southern Wave Resort
Colombo,3,136732,medium,cultural,family,van,Colombo -> Nuwara Eliya -> Ella -> Mirissa -> Colombo,530,15501,42963,9264,10466,25797,77390,Hill Breeze Resort | Nine Arch Resort | Mirissa Beach Stay
Colombo,4,44903,low,beach,couple,car,Colombo -> Bentota -> Hikkaduwa -> Galle -> Colombo,310,10705,26172,15064,11163,17667,70667,River Edge Resort | Galle Sea Breeze
Colombo,7,287851,high,nature,friends,bike,Colombo -> Nuwara Eliya -> Ella -> Mirissa -> Colombo,530,11333,242550,18984,9814,40960,286718,Tea Garden Hotel | Nine Arch Resort | Mirissa Beach Stay
Colombo,7,231547,high,nature,friends,car,Colombo -> Nuwara Eliya -> Ella -> Mirissa -> Colombo,530,14925,204855,19362,2426,34805,243635,Tea Garden Hotel | Nine Arch Resort | Blue Ocean Resort
Colombo,4,324793,high,adventure,family,car,Colombo -> Kandy -> Nuwara Eliya -> Ella -> Colombo,495,14363,125860,11044,16856,41562,166248,Temple View Hotel | Hill Breeze Resort | Ella Green Stay
Colombo,5,222305,high,beach,solo,bus,Colombo -> Nuwara Eliya -> Ella -> Mirissa -> Colombo,530,14452,96680,23135,21103,32048,160241,Hill Breeze Resort | Ella Mountain Inn | Blue Ocean Resort
Colombo,4,177881,high,cultural,solo,bus,Colombo -> Ella -> Galle -> Colombo,335,8891,69792,10772,12499,25808,103234,Ella Mountain Inn | Southern Wave Resort
Colombo,3,153992,high,nature,couple,bike,Colombo -> Anuradhapura -> Jaffna -> Trincomalee -> Ella -> Galle -> Colombo,1040,31125,70821,14211,13596,45649,136947,Heritage Palace | Jaffna City Inn | Nine Arch Resort | Southern Wave Resort
Colombo,3,295775,high,cultural,family,car,Colombo -> Polonnaruwa -> Sigiriya -> Kandy -> Colombo,390,10624,68769,12756,13573,35255,105765,Sigiriya Nature Stay | Temple View Hotel
Colombo,4,126892,medium,nature,family,bus,Colombo -> Nuwara Eliya -> Ella -> Mirissa -> Colombo,530,12297,42984,17732,3210,19183,76732,Hill Breeze Resort | Nine Arch Resort | Blue Ocean Resort
Colombo,2,141777,high,nature,family,bike,Colombo -> Anuradhapura -> Jaffna -> Trincomalee -> Ella -> Galle -> Colombo,1040,30189,68300,7528,10919,61097,122194,Heritage Palace | Northern Crown Hotel | Nine Arch Resort | Galle Sea Breeze
Colombo,4,249327,high,beach,family,car,Colombo -> Kandy -> Nuwara Eliya -> Ella -> Colombo,495,14197,111736,16160,16180,38544,154178,Kandy Hill Resort | Tea Garden Hotel | Nine Arch Resort
Colombo,2,252249,high,cultural,family,bike,Colombo -> Nuwara Eliya -> Ella -> Mirissa -> Colombo,530,13907,51614,9706,8971,43500,87001,Tea Garden Hotel | Ella Green Stay | Blue Ocean Resort
Colombo,6,79918,medium,cultural,couple,bike,Colombo -> Nuwara Eliya -> Ella -> Mirissa -> Colombo,530,14648,85068,29586,3365,23203,139216,Tea Garden Hotel | Nine Arch Resort | Blue Ocean Resort
Colombo,8,34049,low,wildlife,solo,car,Colombo -> Kandy -> Nuwara Eliya -> Ella -> Colombo,495,12466,42928,28912,18288,12345,98761,Kandy Hill Resort | Tea Garden Hotel | Nine Arch Resort
Colombo,4,33570,low,nature,solo,car,Colombo -> Anuradhapura -> Jaffna -> Trincomalee -> Ella -> Galle -> Colombo,1040,30177,21156,12188,9685,19038,76151,Heritage Palace | Northern Crown Hotel | Ella Green Stay | Southern Wave Resort
Colombo,5,42247,low,nature,couple,car,Colombo -> Kandy -> Nuwara Eliya -> Ella -> Colombo,495,17141,25075,17615,18081,16332,81661,Temple View Hotel | Tea Garden Hotel | Nine Arch Resort
Colombo,5,35053,low,beach,friends,bus,Colombo -> Badulla -> Ella -> Arugam Bay -> Colombo,410,9919,33945,19050,15218,16437,82183,Nine Arch Resort
Colombo,10,28251,low,cultural,solo,car,Colombo -> Badulla -> Ella -> Arugam Bay -> Colombo,410,9891,64300,47780,20866,14861,148611,Nine Arch Resort
Colombo,10,28482,low,cultural,friends,bus,Colombo -> Anuradhapura -> Jaffna -> Trincomalee -> Ella -> Galle -> Colombo,1040,33805,38790,36040,9237,12409,124088,Heritage Palace | Jaffna City Inn | Ella Green Stay | Galle Sea Breeze
Colombo,2,96968,medium,adventure,family,car,Colombo -> Polonnaruwa -> Sigiriya -> Kandy -> Colombo,390,10537,28416,9256,5750,27326,54653,Lion Rock Hotel | Kandy Hill Resort
Colombo,8,74486,medium,nature,family,bus,Colombo -> Mirissa -> Unawatuna -> Galle -> Colombo,375,7344,85760,20120,15325,16188,129503,Mirissa Beach Stay | Galle Sea Breeze
Colombo,8,101117,medium,wildlife,family,bus,Colombo -> Badulla -> Ella -> Arugam Bay -> Colombo,410,9697,99712,33072,9203,19355,154837,Nine Arch Resort
Colombo,8,82109,medium,wildlife,family,car,Colombo -> Badulla -> Ella -> Arugam Bay -> Colombo,410,8973,99424,29224,6350,17848,142788,Ella Green Stay
Colombo,8,42653,low,beach,friends,bike,Colombo -> Kandy -> Nuwara Eliya -> Ella -> Colombo,495,16031,44720,23528,19252,13644,109149,Kandy Hill Resort | Tea Garden Hotel | Nine Arch Resort
Colombo,4,197127,high,wildlife,couple,bike,Colombo -> Badulla -> Ella -> Arugam Bay -> Colombo,410,11126,103928,10976,23600,37690,150758,Ella Mountain Inn
Colombo,3,160246,high,cultural,solo,van,Colombo -> Anuradhapura -> Jaffna -> Trincomalee -> Ella -> Galle -> Colombo,1040,24828,64362,8895,5580,35315,105944,Ancient City Hotel | Northern Crown Hotel | Nine Arch Resort | Southern Wave Resort
Colombo,9,37545,low,cultural,family,bike,Colombo -> Mirissa -> Unawatuna -> Galle -> Colombo,375,7838,47925,28971,9427,11308,101773,Blue Ocean Resort | Fort View Hotel
Colombo,3,230765,high,adventure,couple,van,Colombo -> Badulla -> Ella -> Arugam Bay -> Colombo,410,11187,96336,13920,10957,46079,138238,Ella Mountain Inn
Colombo,5,143960,high,cultural,friends,bus,Colombo -> Kandy -> Nuwara Eliya -> Ella -> Colombo,495,12675,161460,21650,10974,40442,202211,Kandy Hill Resort | Tea Garden Hotel | Ella Green Stay
Colombo,4,231019,high,adventure,solo,bike,Colombo -> Yala -> Ella -> Galle -> Colombo,635,15117,113388,17944,21325,43035,172141,Safari Lodge | Nine Arch Resort | Galle Sea Breeze
Colombo,5,226193,high,cultural,family,van,Colombo -> Polonnaruwa -> Sigiriya -> Kandy -> Colombo,390,7592,95365,13265,21572,27595,137975,Sigiriya Nature Stay | Kandy Hill Resort
Colombo,3,236765,high,beach,family,car,Colombo -> Bentota -> Hikkaduwa -> Galle -> Colombo,310,8288,57714,12807,9762,29557,88670,Bentota Bay Hotel | Galle Sea Breeze
Colombo,8,41509,low,adventure,solo,bike,Colombo -> Kandy -> Nuwara Eliya -> Ella -> Colombo,495,16568,47880,29968,12024,13346,106771,Temple View Hotel | Tea Garden Hotel | Nine Arch Resort
Colombo,4,31267,low,nature,family,bike,Colombo -> Bentota -> Hikkaduwa -> Galle -> Colombo,310,7874,18520,11788,14438,14710,58841,Bentota Bay Hotel | Galle Sea Breeze
Colombo,9,58928,low,beach,friends,bike,Colombo -> Bentota -> Hikkaduwa -> Galle -> Colombo,310,5617,41454,25767,8606,8980,80820,River Edge Resort | Southern Wave Resort
Colombo,10,32292,low,nature,solo,bike,Colombo -> Yala -> Ella -> Galle -> Colombo,635,15470,58500,29180,23528,12658,126578,Wildlife Camp | Ella Mountain Inn | Fort View Hotel
Colombo,7,59879,low,cultural,family,bus,Colombo -> Nuwara Eliya -> Ella -> Mirissa -> Colombo,530,11246,46711,31444,8969,14236,99655,Tea Garden Hotel | Nine Arch Resort | Blue Ocean Resort
Colombo,8,91620,medium,nature,solo,bus,Colombo -> Nuwara Eliya -> Ella -> Mirissa -> Colombo,530,14229,114640,22240,14537,21188,169507,Hill Breeze Resort | Ella Green Stay | Blue Ocean Resort
Colombo,4,26145,low,nature,solo,bike,Colombo -> Yala -> Ella -> Galle -> Colombo,635,14795,26904,16308,11026,17035,68141,Wildlife Camp | Ella Mountain Inn | Galle Sea Breeze
Colombo,2,76302,medium,nature,family,bus,Colombo -> Ella -> Galle -> Colombo,335,9505,25044,5388,18764,27536,55071,Ella Green Stay | Fort View Hotel
Colombo,5,49747,low,nature,couple,bike,Colombo -> Anuradhapura -> Jaffna -> Trincomalee -> Ella -> Galle -> Colombo,1040,31352,22395,15340,16974,16813,84064,Ancient City Hotel | Northern Crown Hotel | Nine Arch Resort | Galle Sea Breeze
Colombo,7,50286,low,cultural,couple,van,Colombo -> Badulla -> Ella -> Arugam Bay -> Colombo,410,9693,25781,18872,10531,9641,67484,Ella Mountain Inn
Colombo,5,107979,medium,beach,couple,bike,Colombo -> Bentota -> Hikkaduwa -> Galle -> Colombo,310,8687,45655,13570,13271,15922,79610,Bentota Bay Hotel | Galle Sea Breeze
Colombo,7,44397,low,beach,family,bike,Colombo -> Mirissa -> Unawatuna -> Galle -> Colombo,375,9432,28658,28385,4029,11031,77218,Blue Ocean Resort | Southern Wave Resort
Colombo,9,45595,low,adventure,family,car,Colombo -> Polonnaruwa -> Sigiriya -> Kandy -> Colombo,390,8732,34803,31428,5750,9117,82049,Sigiriya Nature Stay | Temple View Hotel
Colombo,3,250071,high,beach,friends,bus,Colombo -> Kandy -> Nuwara Eliya -> Ella -> Colombo,495,14945,75519,9420,24876,41890,125669,Kandy Hill Resort | Tea Garden Hotel | Nine Arch Resort
Colombo,2,84817,medium,beach,couple,van,Colombo -> Ella -> Galle -> Colombo,335,7509,22530,7948,17155,30062,60123,Ella Green Stay | Galle Sea Breeze
Colombo,7,180792,high,cultural,family,van,Colombo -> Polonnaruwa -> Sigiriya -> Kandy -> Colombo,390,7442,179781,31332,11133,33236,232652,Sigiriya Nature Stay | Temple View Hotel
Colombo,6,244372,high,adventure,friends,bus,Colombo -> Nuwara Eliya -> Ella -> Mirissa -> Colombo,530,12375,162000,18990,18872,36661,219966,Hill Breeze Resort | Nine Arch Resort | Blue Ocean Resort
Colombo,5,105489,medium,adventure,friends,bike,Colombo -> Polonnaruwa -> Sigiriya -> Kandy -> Colombo,390,10030,66640,16800,4630,21029,105145,Lion Rock Hotel | Temple View Hotel
